input_ids,token_type_ids,attention_mask,labels
"[     1    636    260    412 170258   1141  11185   1261    457 114508
   2794    262    893  12954    434  36556   2014    260  40334    309
   2078  30051   1729   4250  89261 127246   1294  13894    316 203443
   2935    262    311    636 152185 207212  53759   1261    260    280
  11407  38068    426    260  22368   1012  39270   5609  51769  74782
  27081    686    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 2 2
 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    260 143519    280    316  92420    390    584   2054  11437
  86008    749  96620    749  32795  67976   1331  64984 104291    894
   9646 152845  25442    260  63289  35575   5461    584   2759    990
   1621  81587 173721    755    260    265  54313  32454    636 115187
    544  74696    355  91907    262    260  61869  81158  72411    260
    749  11437  42915   2054  11437  14141 131992    260  87166    316
 110088  52123  10682    390    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0]"
"[     1   3836    553  65325   1121  96632  12478  11691    686    405
 149654    355    260    280  53759    355    260  39676  24724   1127
   9377   1634   6825  11007    397   1837      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
"[     1   1310   9674  16069  16275    260    390  39213    390  38078
  22857   1286    260  44847    325    262   1497   1122  19875   9242
  16157  87631    390    260  48664    311  55873  58305    262    260
  90391    260  23756    584  61608   1633  59035  29296   5356  34921
  15352    260  57494    280    260   1237   1237    311   3614 137534
    588  64881    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[    1   689   731   426   734   260 30976   397   316 84025   265 82077
  1626 40024  2008   260 32602   375  6412 87571 38547   309 33983   426
 10029 81261 23140 46028   508 10662 15339 86865  2588   260   280 93208
 23346   638   261     2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1  55073  70724  22928    262    893    316   7358   2537  44708
  14798    316  12439   8051   9415  33838   1916    260  72908    260
  22005    309    262 111219 110077  42166    260    280    260  72908
    260  52930    818  34507    280    262    260   4691  70331 121856
    617  19154   3696   1014    260  22753  63299   1141    260  68619
    316 192325 127160   4203    262    260  45254   1141    316   9415
    325  34789    434    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]"
"[     1   1036  39204    260   3813    262    260  96879    390  48597
   4059   1668  16151  26535    316    689   7056 191875 141890    262
    316   7493    778  13144   1261  59340 118205  54430 145094    309
    262   2699   4904    390  30322    280  36797   1045  14093 161686
  94025  24995   1826    662    260  44200   6315   3009 102187    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    868  15564 210911 141890 112301  33848 161704  10682    390
   1668    457 147095  10697    262    389 178525  54469  17572  89818
    262    426  10132 117344    898  70134  46614  19966    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    878    260  23082    397  10605 137385    834    265  46400
  52635  19966   9394   2121  34891    389  39719 166776    434  33958
  10615    316    260 112745    638   6066    325  94632  11383    316
    260  64402  77841  74868    426  37008    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0
 0]"
"[     1   3541    262    316   5901  13676  11383  32125  37762    910
    388   7220   9396  17429    275  17560  24099  47042    553  86112
    269  22432  67761    262    426  41548   3230    389    868    412
  64349    544  14435    507   1312   2022   2602  26013    280  40130
   2935 118404  37594    749  13894    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
"[     1    260  64640    280 197545  56906  13008    309    260  16984
   4224    559 178643  40454  65765    260  51967    958   4903    584
  14533  52389   2567  79637 166542  71036   1503   5356  42311 138719
  44392   4602   3319   1008  27879    390  37579  12917  55422   3952
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"[     1    868   1702  38068   4478  58966   6473    260 229590  34083
    260   1965 133361 103068    260  63625   1237  76145  33503    375
  51626    611  32367    309  79402    309    260  64795    402    806
   1237  46382 111066    268    260  40141    260   1965  38831  28491
    316 148574    617    260 201907  13989 126466    390 235297    355
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    868   4324    260    898    261    260  40141    311  69995
   3458   6083   1009  77257   1009 171371   5498    588    260    736
    260  38556    658    260    508  30069   3482   1265  40802  14141
    311  37566   3781    584    260  16984    316   3574 181989  22991
    402  12954   1078   2797  38171    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 1 2 0 0 0 0 0 0 0 0]"
"[     1  45927    260 202321    309  62220 212034 170674    260  27982
 145865    584  63884  10578    611    314   1317  14435 174843    312
   1668    260  97569    355    260  90505   1078  13144    309    261
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1491 184397    280  94807  52153   1012    262   1183  93444
  60681    426  26000   3934  38733    687    260    280  19333    923
    818   9220    262 150157 107075    280    262    893    405 102385
 175446    437    426  75724    260 120481  64133  43472  91001  36912
    355    262  11961  37410   2022    894    311  54357   3696  21929
  15523    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    734    260  25676    397  74892  22307  60276 184039    260
  52764    412    426    658  32610  33944   3927   8089    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
"[     1  86871 207248    375  69456  25145  17530    818    993  16550
  22060 193896    316    260  91396    280  21267    638    671    260
  29021    397    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0]
"[     1   1326    260   1803  11971    508    262  12478   4532    260
   4151    426 118175   3726  75943    355   2532    426  50963   9269
 192307    280    262    311   2022    818   2629   1093 153046   2794
    316  18290    990  18773 166832    397    260  64225    309    389
  95666   1012    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 2 0 1 2 0 0]"
"[     1    636    260    412 119819   2739    316  59897    910    262
    988    260  27550    397    262    260    280 121165  36997  25224
    405 112616    261    274    263    437  11407   1790  19708   2008
    262    893 174120  33608    311    260   1803  21785    834   5333
    588  61773   1335    260  86040    280   2759  64882  19384   1009
    316    260  84278   5286    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]"
"[     1 112950  54680    260  77986  17624    262    893  35446   3588
    260 152864  25796  31110    280    260 143328    617    260  71486
   2703  18290    990   1656 212675 102224 205035    749    260  16984
    316    260   3206   3207  11549   7767   1610   6196 104765    316
    260  79187  55100    545 231986    355  24595    669    689 231684
   6214    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   4147    260   6463  19708   7991    311    260  18474  17360
 149012  42166    309   8089    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
"[     1   3777  23670    638  14654  63403    260  12516    316   9415
 175103  11431   1776    260  83974    280    262    316   1036 170309
   6473  22508    355    262  16157  40658 165793    309   3284  34145
    405   9787    606  15523   9452   5356   1837      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"[     1  69937    260    412 189893  22955  11172   1009   8491  68948
  63649 211928  71360    390  39837  16229   8456    265 132808  42716
    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 1 2 0 0]
"[     1  50912  33725    375   5772  56780  41991  27801   1359    260
    390    260 211440    260  72041    947  14093  63649 211928    260
  88436    280    316   2692 202582  72133  56285   4600 144032    261
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 2 2 2 2 0 0]
"[     1    868    426  15324   1014  71789   1078    260  52534 103908
 116040  92336    316  38896  33001   1279 224156   1237    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 0]
"[     1   1052   4185    265    544   8455    325   7358   1634  19852
    316    260  32602    325    375  66731  22644 113678   2914  33944
   1610  72919  46843    280  30869  21285  15236   1532    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0]
"[     1   1052 169547 120802    894  11308    309    260  68954    309
  62355   3230  72408    434   1052  14549   1401  33363  92886    309
  49109    865 132131  21463    260  23947    262    893    375   1286
    260  20111   1183 144286   2014  15068    280    311  21200    280
    918 161233 137193   2014    389    260 140840    638    316 146245
   1294   9884    434  70324  25194  36660   1052  14549    617    265
 184442  92886   5085  32443    280    275  58433    955    272  40023
  52601   1365   7783  53342 202558    260    280  12834    662    260
  45503   5886    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
"[     1    689   8332    309  56097   1214    260  25838    397    316
    260 161813    280    316  11219  14386    316   9884    355 107960
  33608    260    412   2054  24099   9265  97022    397    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[    1   984   559 14492  3672   262   893   260  4467  1183 93444  4947
  4001   355  5857   355   389 72648 47765   638   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"[     1    405  97318  81921    749    262    893 124053  45382    260
   4467    260 119423 178075  19384  13821  34460   1432    260  40582
   1432  15318 137170  28862   1265    309 137590    262   2022   1432
  31300   2417    260   9550   4448   8153 130448    617    262   1067
   9377   1432    260  23837   1966    260  30154    260    280    262
    316   6407   2684    262  18290   2417    260  22156    260  23677
    778    993  16550    262  24527   3284  34358    260  30653   3003
  36516    280   9228    260 137170  21469  17530  12353 184539    260
    280  27488    316    260 161813    280   1826    662    260  23947
    260  23677   1009  32866    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]"
"[    1   689   749  1746  3468   559   611  1237 83963 41621 16315  6019
  1668 14620  1503 74133  5248 27879   309   457   260 65336   390   261
     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1   4147    260   6463    375 105638    260   5498  32113   2797
  38171  35384 132117  99547    588 235838    316    260  64402    260
  59346   1610  56959    265 211162    280    389   5332   8906  15175
    260  82059    265  98387    638 133611   1349    638  80087    355
 163994    355    316    260 100568  82855   3286    262   4615   5614
  53621    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0]"
"[     1  26771   4263  16226    689 173477    584  87994   1965    311
   1621  51887    390    584    260  81277    412   1310  90328    457
    571   5332    390  15664    280    372  30690   5772 131245    390
 201471    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   3541   1109    993  19441 150157 107075    262    893  86345
    280    316  19452    280   8089   5333    588   1656   1068  32227
  18015    262    260    412  19234    457  87518  11383    316    260
    778  35688   2684    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1326   7605  25224    260  27637    309    262   9226  23770
    686    260    280  67960   6969   3696    311    993  67569 139834
    990    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   3541   1497    260  17469    260 187752    262  13550  24644
    658  53919  15175 127720  67739    508    262  13366   6315   2584
    260  50500  44958   2777    311  85534    606    260 126672  33059
    262    260    390    262    584  27747    309    262    311    260
  65336    390    260    390    260    544    894    260  90505   4203
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]"
"[    1  3541   260 22928   262   260   669  1776   316  9415   390 11407
 71031   260 27139   584 49439   680   260 51967 51240   260 86875 86066
   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
